Rk,Player,Save%,Season,Age,Nation,Team,Comp,Playing Time MP,Playing Time Min,Playing Time 90s,Playing Time Starts,Playing Time Subs,Playing Time unSub,Performance GA,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Pos
131,Samu Pérez,100.0,19-20,22,es ESP,Valladolid,es La Liga,1,26,0.3,0,1,9,1,1,0,100.0,0.0,0.0,0,0.0,,GK
132,Vicente Guaita,71.8,19-20,32,es ESP,Crystal Palace,eng Premier League,35,3150,35.0,35,0,0,42,149,109,71.8,11.0,9.0,15,10.0,28.6,GK
133,Łukasz Skorupski,69.0,19-20,28,pl POL,Bologna,it Serie A,37,3330,37.0,37,0,0,64,187,123,69.0,12.0,10.0,15,2.0,5.4,GK
134,Marko Dmitrović,61.5,19-20,27,rs SRB,Eibar,es La Liga,35,3150,35.0,35,0,3,51,122,71,61.5,9.0,9.0,17,10.0,28.6,GK
135,Marco Sportiello,72.2,19-20,27,it ITA,Atalanta,it Serie A,6,525,5.8,5,1,31,5,18,13,72.2,4.0,0.0,1,2.0,40.0,GK
136,Lukáš Hrádecký,70.6,19-20,29,fi FIN,Leverkusen,de Bundesliga,34,3060,34.0,34,0,0,44,143,99,70.6,19.0,6.0,9,10.0,29.4,GK
137,Alexandre Oukidja,78.3,19-20,31,dz ALG,Metz,fr Ligue 1,27,2384,26.5,27,0,0,31,129,98,78.3,8.0,10.0,9,8.0,29.6,GK
138,Fabricio,66.7,19-20,31,es ESP,Mallorca,es La Liga,1,90,1.0,1,0,22,3,6,3,66.7,0.0,0.0,1,0.0,0.0,GK
139,Alexander Nübel,69.5,19-20,22,de GER,Schalke 04,de Bundesliga,26,2315,25.7,26,0,4,40,118,80,69.5,8.0,9.0,9,5.0,19.2,GK
140,Ciprian Tătărușanu,81.8,19-20,33,ro ROU,Lyon,fr Ligue 1,2,180,2.0,2,0,23,2,11,9,81.8,1.0,0.0,1,1.0,50.0,GK
141,Gautier Larsonneur,76.5,19-20,22,fr FRA,Brest,fr Ligue 1,27,2397,26.6,27,0,0,34,132,96,76.5,7.0,10.0,10,7.0,25.9,GK
142,Oier Olazábal,100.0,19-20,29,es ESP,2 Teams,es La Liga,2,180,2.0,2,0,23,0,3,3,100.0,1.0,1.0,0,2.0,100.0,GK
143,Danijel Petković,85.7,19-20,26,me MNE,Angers,fr Ligue 1,2,180,2.0,2,0,25,1,7,6,85.7,1.0,0.0,1,1.0,50.0,GK
144,Roberto,69.5,19-20,33,es ESP,2 Teams,2 Comps,17,1477,16.4,15,2,17,36,105,70,69.5,2.0,2.0,11,2.0,13.3,GK
145,Thomas Kraft,52.6,19-20,31,de GER,Hertha BSC,de Bundesliga,4,360,4.0,4,0,19,9,19,10,52.6,0.0,3.0,1,0.0,0.0,GK
146,Régis Gurtner,65.5,19-20,32,fr FRA,Amiens,fr Ligue 1,28,2520,28.0,28,0,0,50,142,93,65.5,4.0,11.0,13,5.0,17.9,GK
147,Péter Gulácsi,72.4,19-20,29,hu HUN,RB Leipzig,de Bundesliga,32,2880,32.0,32,0,0,34,116,82,72.4,16.0,12.0,4,10.0,31.3,GK
148,Baptiste Reynet,61.0,19-20,28,fr FRA,Toulouse,fr Ligue 1,23,2035,22.6,22,1,2,49,118,68,61.0,3.0,3.0,16,2.0,9.1,GK
149,Ørjan Nyland,55.6,19-20,28,no NOR,Aston Villa,eng Premier League,7,539,6.0,5,2,20,12,27,15,55.6,0.0,2.0,3,1.0,20.0,GK
150,Stefan Bajic,50.0,19-20,17,fr FRA,Saint-Étienne,fr Ligue 1,1,90,1.0,1,0,5,1,2,1,50.0,0.0,0.0,1,0.0,0.0,GK
151,Stefano Turati,75.0,19-20,17,it ITA,Sassuolo,it Serie A,2,180,2.0,2,0,17,4,12,8,75.0,0.0,2.0,0,0.0,0.0,GK
152,Leopold Zingerle,64.5,19-20,25,de GER,Paderborn 07,de Bundesliga,28,2520,28.0,28,0,3,57,152,96,64.5,4.0,7.0,17,5.0,17.9,GK
153,Koke Vegas,80.0,19-20,23,es ESP,Levante,es La Liga,2,180,2.0,2,0,14,2,10,8,80.0,2.0,0.0,0,1.0,50.0,GK
154,Philipp Pentke,85.7,19-20,34,de GER,Hoffenheim,de Bundesliga,4,360,4.0,4,0,30,4,21,17,85.7,2.0,0.0,2,1.0,25.0,GK
155,Pavao Pervan,81.1,19-20,31,at AUT,Wolfsburg,de Bundesliga,8,720,8.0,8,0,26,8,37,30,81.1,2.0,4.0,2,3.0,37.5,GK
156,Jaume Doménech,72.8,19-20,28,es ESP,Valencia,es La Liga,15,1324,14.7,14,1,23,23,81,58,72.8,4.0,4.0,6,3.0,21.4,GK
157,Niclas Thiede,75.0,19-20,20,de GER,Freiburg,de Bundesliga,1,69,0.8,0,1,16,1,4,3,75.0,0.0,0.0,0,0.0,,GK
158,Stéphane Ruffier,63.0,19-20,32,fr FRA,Saint-Étienne,fr Ligue 1,22,1980,22.0,22,0,0,40,100,60,63.0,6.0,4.0,12,3.0,13.6,GK
159,Florian Müller,65.2,19-20,21,de GER,Mainz 05,de Bundesliga,13,1125,12.5,12,1,18,25,66,40,65.2,3.0,2.0,7,2.0,16.7,GK
160,Joel Robles,71.5,19-20,29,es ESP,Betis,es La Liga,33,2887,32.1,33,0,4,48,130,83,71.5,9.0,11.0,13,5.0,15.2,GK
161,Iván Villar,54.5,19-20,22,es ESP,Celta Vigo,es La Liga,4,280,3.1,3,1,10,5,11,6,54.5,0.0,1.0,2,1.0,33.3,GK
162,Kevin Trapp,64.8,19-20,29,de GER,Eint Frankfurt,de Bundesliga,22,1980,22.0,22,0,1,38,105,69,64.8,11.0,3.0,8,4.0,18.2,GK
163,Alfred Gomis,76.5,19-20,25,sn SEN,Dijon,fr Ligue 1,19,1619,18.0,19,0,2,20,81,62,76.5,6.0,7.0,6,6.0,31.6,GK
164,Daniele Padelli,62.5,19-20,33,it ITA,Inter,it Serie A,3,270,3.0,3,0,33,4,8,4,62.5,2.0,0.0,1,1.0,25.0,GK
165,Ben Foster,68.5,19-20,36,eng ENG,Watford,eng Premier League,38,3420,38.0,38,0,0,64,178,116,68.5,8.0,10.0,20,9.0,23.7,GK
166,Lucas Dias,68.4,19-20,20,fr FRA,Nîmes,fr Ligue 1,4,317,3.5,3,1,24,6,19,13,68.4,0.0,2.0,1,1.0,33.3,GK
167,Denis Petrić,66.7,19-20,31,rs SRB,Nantes,fr Ligue 1,1,90,1.0,1,0,5,2,6,4,66.7,0.0,0.0,1,0.0,0.0,GK
168,Koen Casteels,67.6,19-20,27,be BEL,Wolfsburg,de Bundesliga,26,2340,26.0,26,0,0,38,105,67,67.6,11.0,6.0,9,5.0,19.2,GK
169,Marcin Bułka,100.0,19-20,19,pl POL,Paris S-G,fr Ligue 1,1,90,1.0,1,0,3,0,2,2,100.0,1.0,0.0,0,1.0,100.0,GK
170,Yvon Mvogo,40.0,19-20,25,ch SUI,RB Leipzig,de Bundesliga,2,180,2.0,2,0,32,3,5,2,40.0,2.0,0.0,0,0.0,0.0,GK
171,Florian Kastenmeier,62.8,19-20,22,de GER,Düsseldorf,de Bundesliga,17,1530,17.0,17,0,17,31,78,49,62.8,2.0,9.0,6,2.0,11.8,GK
172,Tomáš Koubek,58.2,19-20,26,cz CZE,Augsburg,de Bundesliga,24,2160,24.0,24,0,9,51,122,72,58.2,6.0,6.0,12,4.0,16.7,GK
173,Rafael,47.1,19-20,37,br BRA,Cagliari,it Serie A,6,454,5.0,5,1,31,11,17,6,47.1,1.0,1.0,3,0.0,0.0,GK
174,Angus Gunn,58.2,19-20,23,sct SCO,Southampton,eng Premier League,10,900,10.0,10,0,28,25,55,30,58.2,2.0,2.0,6,2.0,20.0,GK
175,Pietro Terracciano,91.3,19-20,29,it ITA,Fiorentina,it Serie A,7,624,6.9,7,0,31,5,23,18,91.3,5.0,1.0,1,2.0,28.6,GK
176,Felix Wiedwald,60.0,19-20,29,de GER,Eint Frankfurt,de Bundesliga,3,270,3.0,3,0,10,8,20,12,60.0,0.0,0.0,3,0.0,0.0,GK
177,Pepe Reina,67.8,19-20,36,es ESP,2 Teams,2 Comps,13,1170,13.0,13,0,18,21,59,36,67.8,4.0,3.0,6,2.0,14.3,GK
178,Gianluigi Buffon,72.7,19-20,41,it ITA,Juventus,it Serie A,9,810,9.0,9,0,29,10,33,23,72.7,7.0,1.0,1,1.0,11.1,GK
179,Dean Henderson,75.0,19-20,22,eng ENG,Sheffield Utd,eng Premier League,36,3240,36.0,36,0,0,33,128,94,75.0,14.0,11.0,11,13.0,36.1,GK
180,Simon Moore,45.5,19-20,29,eng ENG,Sheffield Utd,eng Premier League,2,180,2.0,2,0,25,6,11,5,45.5,0.0,1.0,1,0.0,0.0,GK
181,Robin Olsen,77.5,19-20,29,se SWE,Cagliari,it Serie A,17,1524,16.9,17,0,6,24,89,67,77.5,8.0,5.0,4,4.0,23.5,GK
182,Jannik Huth,51.5,19-20,25,de GER,Paderborn 07,de Bundesliga,6,540,6.0,6,0,28,17,33,16,51.5,0.0,1.0,5,0.0,0.0,GK
183,Rui Silva,73.2,19-20,25,pt POR,Granada,es La Liga,35,3150,35.0,35,0,1,42,142,99,73.2,15.0,8.0,12,12.0,34.3,GK
184,Keylor Navas,72.7,19-20,32,cr CRC,2 Teams,2 Comps,21,1890,21.0,21,0,4,18,66,49,72.7,17.0,2.0,2,11.0,52.4,GK
185,Etrit Berisha,74.1,19-20,30,al ALB,SPAL,it Serie A,26,2340,26.0,26,0,0,44,147,105,74.1,5.0,3.0,18,3.0,11.5,GK
186,Jan Oblak,78.4,19-20,26,si SVN,Atlético Madrid,es La Liga,38,3395,37.7,38,0,0,27,111,87,78.4,18.0,16.0,4,17.0,44.7,GK
187,Anthony Lopes,73.3,19-20,28,pt POR,Lyon,fr Ligue 1,26,2340,26.0,26,0,0,25,86,64,73.3,10.0,7.0,9,8.0,30.8,GK
188,Gianluca Pegolo,85.2,19-20,38,it ITA,Sassuolo,it Serie A,5,450,5.0,5,0,27,4,27,24,85.2,2.0,2.0,1,2.0,40.0,GK
189,Pierluigi Gollini,70.0,19-20,24,it ITA,Atalanta,it Serie A,33,2884,32.0,33,0,5,42,120,81,70.0,19.0,9.0,5,8.0,24.2,GK
190,Tim Krul,66.7,19-20,31,nl NED,Norwich City,eng Premier League,36,3240,36.0,36,0,0,68,195,128,66.7,5.0,6.0,25,5.0,13.9,GK
191,Alessio Cragno,77.5,19-20,25,it ITA,Cagliari,it Serie A,16,1440,16.0,16,0,3,21,89,68,77.5,2.0,6.0,8,3.0,18.8,GK
192,Yassine Bounou,90.0,19-20,28,ma MAR,Sevilla,es La Liga,6,495,5.5,5,1,27,3,20,17,90.0,4.0,1.0,0,4.0,80.0,GK
193,Adrián,63.0,19-20,32,es ESP,Liverpool,eng Premier League,11,875,9.7,9,2,27,10,27,17,63.0,9.0,0.0,0,2.0,22.2,GK
194,Gabriel,70.9,19-20,26,br BRA,Lecce,it Serie A,34,2997,33.3,34,0,2,76,227,152,70.9,6.0,8.0,20,2.0,5.9,GK
195,Miquel Parera,60.0,19-20,23,es ESP,Mallorca,es La Liga,1,90,1.0,1,0,13,2,5,3,60.0,0.0,1.0,0,0.0,0.0,GK
196,Mike Maignan,72.3,19-20,24,fr FRA,Lille,fr Ligue 1,28,2520,28.0,28,0,0,27,83,58,72.3,15.0,4.0,9,12.0,42.9,GK
197,Lorenzo Andrenacci,63.6,19-20,24,it ITA,Brescia,it Serie A,6,531,5.9,5,1,20,16,44,28,63.6,0.0,1.0,4,0.0,0.0,GK
198,Mark Travers,40.0,19-20,20,ie IRL,Bournemouth,eng Premier League,1,90,1.0,1,0,1,3,5,2,40.0,0.0,0.0,1,0.0,0.0,GK
1,Alisson,75.7,20-21,27,br BRA,Liverpool,eng Premier League,33,2970,33.0,33,0,0,32,115,82,75.7,18.0,8.0,7,10.0,30.3,GK
2,Marko Dmitrović,64.3,20-21,28,rs SRB,Eibar,es La Liga,35,3120,34.7,35,0,1,49,129,79,64.3,6.0,11.0,18,9.0,25.7,GK
3,Yassine Bounou,77.4,20-21,29,ma MAR,Sevilla,es La Liga,33,2970,33.0,33,0,2,28,106,78,77.4,21.0,5.0,7,15.0,45.5,GK
4,Wojciech Szczęsny,71.4,20-21,30,pl POL,Juventus,it Serie A,30,2677,29.7,30,0,8,32,98,66,71.4,16.0,8.0,6,5.0,16.7,GK
5,Rubén Yáñez,63.3,20-21,26,es ESP,Getafe,es La Liga,10,900,10.0,10,0,28,12,30,18,63.3,3.0,3.0,4,4.0,40.0,GK
6,Jasper Cillessen,77.8,20-21,31,nl NED,Valencia,es La Liga,10,900,10.0,10,0,5,11,45,33,77.8,5.0,1.0,4,3.0,30.0,GK
7,Bartłomiej Drągowski,66.7,20-21,22,pl POL,Fiorentina,it Serie A,36,3148,35.0,36,0,0,55,141,85,66.7,9.0,12.0,15,7.0,19.4,GK
8,Gianluigi Donnarumma,71.4,20-21,21,it ITA,Milan,it Serie A,37,3330,37.0,37,0,0,38,126,88,71.4,24.0,6.0,7,14.0,37.8,GK
9,Jiří Pavlenka,66.2,20-21,28,cz CZE,Werder Bremen,de Bundesliga,34,3060,34.0,34,0,0,57,157,101,66.2,7.0,10.0,17,6.0,17.6,GK
10,Marco Silvestri,72.5,20-21,29,it ITA,Hellas Verona,it Serie A,34,3060,34.0,34,0,4,42,131,91,72.5,11.0,9.0,14,7.0,20.6,GK
11,Alexander Schwolow,69.4,20-21,28,de GER,Hertha BSC,de Bundesliga,26,2340,26.0,26,0,8,39,108,69,69.4,6.0,10.0,10,8.0,30.8,GK
12,Tobias Sippel,68.4,20-21,32,de GER,Gladbach,de Bundesliga,4,344,3.8,3,1,30,6,19,13,68.4,1.0,1.0,1,1.0,33.3,GK
13,Jokin Ezkieta,33.3,20-21,23,es ESP,Athletic Club,es La Liga,1,90,1.0,1,0,36,2,3,1,33.3,0.0,0.0,1,0.0,0.0,GK
14,Claudio Bravo,72.0,20-21,37,cl CHI,Betis,es La Liga,20,1800,20.0,20,0,5,25,75,50,72.0,8.0,8.0,4,7.0,35.0,GK
15,Salvatore Sirigu,59.7,20-21,33,it ITA,Torino,it Serie A,32,2880,32.0,32,0,3,62,134,72,59.7,5.0,13.0,14,7.0,21.9,GK
16,Josep Martinez,50.0,20-21,22,es ESP,RB Leipzig,de Bundesliga,1,90,1.0,1,0,28,2,4,2,50.0,0.0,0.0,1,0.0,0.0,GK
17,Rafał Gikiewicz,73.0,20-21,32,pl POL,Augsburg,de Bundesliga,34,3060,34.0,34,0,0,54,178,126,73.0,10.0,6.0,18,7.0,20.6,GK
18,Marek Rodák,55.6,20-21,23,sk SVK,Fulham,eng Premier League,2,180,2.0,2,0,28,5,9,4,55.6,0.0,0.0,2,0.0,0.0,GK
19,Thibaut Courtois,81.9,20-21,28,be BEL,Real Madrid,es La Liga,38,3420,38.0,38,0,0,28,116,88,81.9,25.0,9.0,4,17.0,44.7,GK
20,Angelo da Costa Júnior,70.4,20-21,36,br BRA,Bologna,it Serie A,6,540,6.0,6,0,30,9,27,18,70.4,0.0,5.0,1,1.0,16.7,GK
21,Steve Mandanda,66.9,20-21,35,fr FRA,Marseille,fr Ligue 1,37,3330,37.0,37,0,0,45,127,83,66.9,16.0,12.0,9,8.0,21.6,GK
22,Ralf Fährmann,67.1,20-21,31,de GER,Schalke 04,de Bundesliga,22,1876,20.8,22,0,2,50,143,94,67.1,3.0,3.0,16,3.0,13.6,GK
23,Pau López,69.4,20-21,25,es ESP,Roma,it Serie A,21,1817,20.2,20,1,12,29,85,59,69.4,10.0,4.0,6,4.0,20.0,GK
24,Radosław Majecki,50.0,20-21,20,pl POL,Monaco,fr Ligue 1,1,90,1.0,1,0,27,1,2,1,50.0,1.0,0.0,0,0.0,0.0,GK
25,Rubén,37.5,20-21,36,es ESP,Osasuna,es La Liga,3,187,2.1,3,0,12,5,8,3,37.5,0.0,2.0,1,0.0,0.0,GK
26,Benoît Costil,68.6,20-21,33,fr FRA,Bordeaux,fr Ligue 1,38,3420,38.0,38,0,0,56,156,100,68.6,13.0,6.0,19,14.0,36.8,GK
27,Bernd Leno,69.2,20-21,28,de GER,Arsenal,eng Premier League,35,3131,34.8,35,0,2,37,117,83,69.2,17.0,6.0,12,11.0,31.4,GK
28,Ivan Provedel,62.6,20-21,26,it ITA,Spezia,it Serie A,29,2610,29.0,29,0,2,55,131,75,62.6,6.0,10.0,13,4.0,13.8,GK
29,Rune Jarstein,63.6,20-21,35,no NOR,Hertha BSC,de Bundesliga,8,720,8.0,8,0,18,13,33,20,63.6,2.0,1.0,5,1.0,12.5,GK
30,Jessy Moulin,62.0,20-21,34,fr FRA,Saint-Étienne,fr Ligue 1,29,2610,29.0,29,0,0,42,100,60,62.0,8.0,9.0,12,9.0,31.0,GK
31,Kepa Arrizabalaga,69.6,20-21,25,es ESP,Chelsea,eng Premier League,7,585,6.5,6,1,28,8,23,15,69.6,2.0,2.0,2,2.0,33.3,GK
32,Paul Bernardoni,63.3,20-21,23,fr FRA,Angers,fr Ligue 1,38,3420,38.0,38,0,0,58,139,82,63.3,12.0,8.0,18,9.0,23.7,GK
33,Sébastien Cibois,72.7,20-21,22,fr FRA,Brest,fr Ligue 1,3,270,3.0,3,0,25,4,11,7,72.7,1.0,1.0,1,1.0,33.3,GK
34,Wuilker Faríñez,71.4,20-21,22,ve VEN,Lens,fr Ligue 1,3,107,1.2,1,2,35,3,7,4,71.4,0.0,0.0,1,0.0,0.0,GK
35,Paul Nardi,64.9,20-21,26,fr FRA,Lorient,fr Ligue 1,23,2070,23.0,23,0,7,43,111,68,64.9,6.0,4.0,13,3.0,13.0,GK
36,Marwin Hitz,68.2,20-21,32,ch SUI,Dortmund,de Bundesliga,16,1395,15.5,16,0,15,16,44,29,68.2,11.0,2.0,3,7.0,43.8,GK
37,Alphonse Areola,73.9,20-21,27,fr FRA,Fulham,eng Premier League,36,3240,36.0,36,0,2,48,161,114,73.9,5.0,13.0,18,9.0,25.0,GK
38,Benjamin Lecomte,64.7,20-21,29,fr FRA,Monaco,fr Ligue 1,28,2520,28.0,28,0,0,27,68,42,64.7,18.0,5.0,5,13.0,46.4,GK
39,Antonio Mirante,64.3,20-21,37,it ITA,Roma,it Serie A,13,1153,12.8,13,0,18,22,56,36,64.3,6.0,3.0,4,5.0,38.5,GK
40,Andrés Fernández,66.7,20-21,33,es ESP,Huesca,es La Liga,16,1440,16.0,16,0,19,21,54,34,66.7,2.0,8.0,6,4.0,25.0,GK
41,Nícolas Andrade,16.7,20-21,32,br BRA,Udinese,it Serie A,2,180,2.0,2,0,3,5,6,1,16.7,1.0,0.0,1,0.0,0.0,GK
42,Loris Karius,75.0,20-21,27,de GER,Union Berlin,de Bundesliga,4,292,3.2,3,1,26,1,4,4,75.0,1.0,2.0,0,2.0,66.7,GK
43,Edouard Mendy,70.7,20-21,28,sn SEN,2 Teams,2 Comps,32,2835,31.5,32,0,3,26,82,56,70.7,17.0,8.0,7,16.0,50.0,GK
44,Thomas Strakosha,68.4,20-21,25,al ALB,Lazio,it Serie A,9,810,9.0,9,0,19,14,38,24,68.4,3.0,2.0,4,3.0,33.3,GK
45,Luigi Sepe,59.1,20-21,29,it ITA,Parma,it Serie A,36,3240,36.0,36,0,2,76,181,108,59.1,3.0,11.0,22,5.0,13.9,GK
46,Alex McCarthy,65.3,20-21,30,eng ENG,Southampton,eng Premier League,30,2700,30.0,30,0,7,57,147,91,65.3,8.0,7.0,15,7.0,23.3,GK
47,Álex Remiro,66.7,20-21,25,es ESP,Real Sociedad,es La Liga,38,3420,38.0,38,0,0,38,105,67,66.7,17.0,11.0,10,14.0,36.8,GK
48,Lennart Grill,66.7,20-21,21,de GER,Leverkusen,de Bundesliga,4,360,4.0,4,0,16,7,21,14,66.7,1.0,0.0,3,1.0,25.0,GK
49,Dimitry Bertaud,76.2,20-21,22,cd COD,Montpellier,fr Ligue 1,9,745,8.3,7,2,25,11,42,31,76.2,4.0,2.0,1,3.0,42.9,GK
50,Bingourou Kamara,59.4,20-21,23,sn SEN,Strasbourg,fr Ligue 1,8,720,8.0,8,0,14,14,32,19,59.4,2.0,0.0,6,2.0,25.0,GK
51,Martin Dúbravka,71.0,20-21,31,sk SVK,Newcastle Utd,eng Premier League,13,1170,13.0,13,0,11,19,62,44,71.0,5.0,5.0,3,3.0,23.1,GK
52,Ederson,77.4,20-21,26,br BRA,Manchester City,eng Premier League,36,3240,36.0,36,0,0,28,93,65,77.4,25.0,5.0,6,19.0,52.8,GK
53,Timo Horn,66.5,20-21,27,de GER,Köln,de Bundesliga,34,3009,33.4,34,0,0,59,155,95,66.5,8.0,9.0,17,5.0,14.7,GK
54,Scott Carson,60.0,20-21,34,eng ENG,Manchester City,eng Premier League,1,90,1.0,1,0,3,3,5,1,60.0,1.0,0.0,0,0.0,0.0,GK
55,Simone Scuffet,75.0,20-21,24,it ITA,Udinese,it Serie A,1,90,1.0,1,0,34,2,4,2,75.0,0.0,0.0,1,0.0,0.0,GK
56,Yann Sommer,66.7,20-21,31,ch SUI,Gladbach,de Bundesliga,31,2712,30.1,31,0,0,50,132,82,66.7,12.0,9.0,10,6.0,19.4,GK
57,Zack Steffen,50.0,20-21,25,us USA,Manchester City,eng Premier League,1,90,1.0,1,0,34,1,2,1,50.0,1.0,0.0,0,0.0,0.0,GK
58,Mathew Ryan,63.6,20-21,28,au AUS,2 Teams,eng Premier League,14,1260,14.0,14,0,13,21,44,24,63.6,3.0,5.0,6,3.0,21.4,GK
59,Ivor Pandur,53.8,20-21,20,hr CRO,Hellas Verona,it Serie A,4,332,3.7,4,0,34,6,13,7,53.8,0.0,3.0,1,0.0,0.0,GK
60,Aaron Ramsdale,70.9,20-21,22,eng ENG,Sheffield Utd,eng Premier League,38,3420,38.0,38,0,0,63,206,145,70.9,7.0,2.0,29,5.0,13.2,GK
61,Oliver Baumann,65.9,20-21,30,de GER,Hoffenheim,de Bundesliga,31,2790,31.0,31,0,0,51,132,81,65.9,10.0,8.0,13,6.0,19.4,GK
62,Jordan Pickford,71.1,20-21,26,eng ENG,Everton,eng Premier League,31,2742,30.5,31,0,2,39,128,90,71.1,15.0,5.0,11,10.0,32.3,GK
63,Bailey Peacock-Farrell,41.7,20-21,23,nir NIR,Burnley,eng Premier League,4,360,4.0,4,0,31,14,24,10,41.7,0.0,0.0,4,0.0,0.0,GK
64,Karlo Letica,100.0,20-21,23,hr CRO,Sampdoria,it Serie A,1,90,1.0,1,0,30,0,1,1,100.0,1.0,0.0,0,1.0,100.0,GK
65,Nick Pope,77.2,20-21,28,eng ENG,Burnley,eng Premier League,32,2880,32.0,32,0,0,37,149,113,77.2,10.0,9.0,13,11.0,34.4,GK
66,Mattia Perin,76.6,20-21,27,it ITA,Genoa,it Serie A,32,2879,32.0,32,0,2,44,158,116,76.6,9.0,11.0,12,8.0,25.0,GK
67,Gian Crespi,100.0,20-21,19,it ITA,Crotone,it Serie A,1,90,1.0,1,0,32,0,1,1,100.0,0.0,1.0,0,1.0,100.0,GK
68,Alban Lafont,73.2,20-21,21,ci CIV,Nantes,fr Ligue 1,38,3420,38.0,38,0,0,55,168,113,73.2,9.0,13.0,16,5.0,13.2,GK
69,Kasper Schmeichel,66.2,20-21,33,dk DEN,Leicester City,eng Premier League,38,3420,38.0,38,0,0,50,136,88,66.2,20.0,6.0,12,11.0,28.9,GK
70,Predrag Rajković,72.2,20-21,24,rs SRB,Reims,fr Ligue 1,37,3285,36.5,37,0,0,49,162,112,72.2,9.0,15.0,13,10.0,27.0,GK
71,Kiko Casilla,80.0,20-21,33,es ESP,Leeds United,eng Premier League,3,270,3.0,3,0,31,2,10,8,80.0,2.0,0.0,1,1.0,33.3,GK
72,Robin Zentner,71.1,20-21,25,de GER,Mainz 05,de Bundesliga,31,2790,31.0,31,0,0,46,142,97,71.1,9.0,9.0,13,5.0,16.1,GK
73,Unai Simón,67.6,20-21,23,es ESP,Athletic Club,es La Liga,37,3330,37.0,37,0,1,40,108,68,67.6,11.0,13.0,13,9.0,24.3,GK
74,Marc-Aurèle Caillard,69.6,20-21,26,fr FRA,Metz,fr Ligue 1,5,361,4.0,4,1,33,10,23,13,69.6,0.0,1.0,3,0.0,0.0,GK
75,Sergio Rico,75.0,20-21,26,es ESP,Paris S-G,fr Ligue 1,10,810,9.0,8,2,26,9,36,28,75.0,5.0,1.0,2,5.0,62.5,GK
76,Yoel,50.0,20-21,31,es ESP,Eibar,es La Liga,4,300,3.3,3,1,34,3,6,3,50.0,0.0,1.0,2,0.0,0.0,GK
77,Gerónimo Rulli,50.0,20-21,28,ar ARG,Villarreal,es La Liga,2,180,2.0,2,0,32,4,8,4,50.0,0.0,0.0,2,0.0,0.0,GK
78,Caoimhín Kelleher,85.7,20-21,21,ie IRL,Liverpool,eng Premier League,2,180,2.0,2,0,13,1,7,6,85.7,1.0,0.0,1,1.0,50.0,GK
79,Darren Randolph,66.7,20-21,33,ie IRL,West Ham,eng Premier League,3,270,3.0,3,0,24,3,9,6,66.7,2.0,0.0,1,1.0,33.3,GK
80,Paulo Gazzaniga,63.6,20-21,28,ar ARG,Elche,es La Liga,8,720,8.0,8,0,11,9,22,14,63.6,3.0,1.0,4,2.0,25.0,GK
81,Emil Audero,72.8,20-21,23,id IDN,Sampdoria,it Serie A,37,3330,37.0,37,0,1,54,173,118,72.8,14.0,7.0,16,6.0,16.2,GK
82,Federico Ravaglia,52.6,20-21,20,it ITA,Bologna,it Serie A,4,360,4.0,4,0,18,10,19,10,52.6,0.0,1.0,3,0.0,0.0,GK
83,Etienne Green,78.6,20-21,20,eng ENG,Saint-Étienne,fr Ligue 1,8,720,8.0,8,0,3,8,28,19,78.6,4.0,1.0,3,3.0,37.5,GK
84,Aarón Escandell,66.7,20-21,24,es ESP,Granada,es La Liga,5,450,5.0,5,0,31,8,24,16,66.7,1.0,1.0,3,1.0,20.0,GK
85,Ionuț Radu,83.3,20-21,23,ro ROU,Inter,it Serie A,2,135,1.5,1,1,33,1,6,5,83.3,1.0,0.0,0,0.0,0.0,GK
86,Robert Sánchez,72.5,20-21,22,es ESP,Brighton,eng Premier League,27,2430,27.0,27,0,0,27,91,65,72.5,7.0,10.0,10,10.0,37.0,GK
87,Illan Meslier,76.6,20-21,20,fr FRA,Leeds United,eng Premier League,35,3150,35.0,35,0,2,52,188,137,76.6,16.0,5.0,14,11.0,31.4,GK
88,Jeremías Ledesma,70.9,20-21,27,ar ARG,Cádiz,es La Liga,32,2880,32.0,32,0,3,45,127,82,70.9,10.0,10.0,12,9.0,28.1,GK
89,Marc-André ter Stegen,72.6,20-21,28,de GER,Barcelona,es La Liga,31,2790,31.0,31,0,0,32,106,76,72.6,21.0,5.0,5,11.0,35.5,GK
90,João Virgínia,100.0,20-21,20,pt POR,Everton,eng Premier League,1,48,0.5,0,1,16,0,3,3,100.0,0.0,0.0,0,0.0,,GK
91,Simone Colombi,40.0,20-21,29,it ITA,Parma,it Serie A,2,180,2.0,2,0,34,7,10,3,40.0,0.0,0.0,2,0.0,0.0,GK
92,Samir Handanović,73.6,20-21,36,si SVN,Inter,it Serie A,37,3240,36.0,37,0,1,33,110,76,73.6,27.0,7.0,3,14.0,37.8,GK
93,Romain Salin,74.1,20-21,36,fr FRA,Rennes,fr Ligue 1,15,1350,15.0,15,0,20,14,54,40,74.1,9.0,4.0,2,5.0,33.3,GK
94,Yohann Pelé,60.0,20-21,37,fr FRA,Marseille,fr Ligue 1,1,90,1.0,1,0,34,2,5,3,60.0,0.0,0.0,1,0.0,0.0,GK
95,Guglielmo Vicario,71.4,20-21,23,it ITA,Cagliari,it Serie A,4,360,4.0,4,0,34,6,21,15,71.4,3.0,0.0,1,1.0,25.0,GK
